review_text,sentiment_label,sentiment_score
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",negative,-0.8
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",positive,0.8
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",positive,0.8
All the bread is made in-house!,positive,0.8
The only downside is the service.,negative,-0.8
"Also, the fries are without a doubt the worst fries I've ever had.",negative,-0.8
Service was exceptional and food was a good as all the reviews.,positive,0.8
"A couple of months later, I returned and had an amazing meal.",positive,0.8
Favorite place in town for shawarrrrrrma!!!!!!,positive,0.8
The black eyed peas and sweet potatoes... UNREAL!,positive,0.8
You won't be disappointed.,positive,0.8
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",positive,0.8
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",negative,-0.8
When my mom and I got home she immediately got sick and she only had a few bites of salad.,negative,-0.8
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,negative,-0.8
"Both of them were truly unbelievably good, and I am so glad we went back.",positive,0.8
"We had fantastic service, and were pleased by the atmosphere.",positive,0.8
Everything was gross.,negative,-0.8
I love this place.,positive,0.8
Great service and food.,positive,0.8
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,negative,-0.8
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",negative,-0.8
"OMG, the food was delicioso!",positive,0.8
There is nothing authentic about this place.,negative,-0.8
the spaghetti is nothing special whatsoever.,negative,-0.8
"Of all the dishes, the salmon was the best, but all were great.",positive,0.8
The vegetables are so fresh and the sauce feels like authentic Thai.,positive,0.8
It's worth driving up from Tucson!,positive,0.8
The selection was probably the worst I've seen in Vegas.....there was none.,negative,-0.8
Pretty good beer selection too.,positive,0.8
"This place is like Chipotle, but BETTER.",positive,0.8
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",positive,0.8
5 stars for the brick oven bread app!,positive,0.8
"I have eaten here multiple times, and each time the food was delicious.",positive,0.8
We sat another ten minutes and finally gave up and left.,negative,-0.8
He was terrible!,negative,-0.8
Everyone is treated equally special.,positive,0.8
It shouldn't take 30 min for pancakes and eggs.,negative,-0.8
It was delicious!!!,positive,0.8
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",positive,0.8
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",negative,-0.8
As always the evening was wonderful and the food delicious!,positive,0.8
Best fish I've ever had in my life!,positive,0.8
(The bathroom is just next door and very nice.),positive,0.8
The buffet is small and all the food they offered was BLAND.,negative,-0.8
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,positive,0.8
Pretty cool I would say.,positive,0.8
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,negative,-0.8
Server did a great job handling our large rowdy table.,positive,0.8
"I find wasting food to be despicable, but this just wasn't food.",negative,-0.8
My wife had the Lobster Bisque soup which was lukewarm.,negative,-0.8
Would come back again if I had a sushi craving while in Vegas.,positive,0.8
"The staff are great, the ambiance is great.",positive,0.8
He deserves 5 stars.,positive,0.8
I left with a stomach ache and felt sick the rest of the day.,negative,-0.8
They dropped more than the ball.,negative,-0.8
"The dining space is tiny, but elegantly decorated and comfortable.",positive,0.8
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",positive,0.8
And the beans and rice were mediocre at best.,negative,-0.8
Best tacos in town by far!!,positive,0.8
I took back my money and got outta there.,negative,-0.8
"In an interesting part of town, this place is amazing.",positive,0.8
RUDE & INCONSIDERATE MANAGEMENT.,negative,-0.8
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",negative,-0.8
I won't be back.,negative,-0.8
They have great dinners.,positive,0.8
The service was outshining & I definitely recommend the Halibut.,positive,0.8
The food was terrible.,negative,-0.8
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,negative,-0.8
I don't recommend unless your car breaks down in front of it and you are starving.,negative,-0.8
I will come back here every time I'm in Vegas.,positive,0.8
This place deserves one star and 90% has to do with the food.,negative,-0.8
This is a disgrace.,negative,-0.8
Def coming back to bowl next time,positive,0.8
"If you want healthy authentic or ethic food, try this place.",positive,0.8
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,positive,0.8
"I have been here several times in the past, and the experience has always been great.",positive,0.8
We walked away stuffed and happy about our first Vegas buffet experience.,positive,0.8
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,positive,0.8
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",positive,0.8
I'm probably one of the few people to ever go to Ians and not like it.,negative,-0.8
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,positive,0.8
Service is perfect and the family atmosphere is nice to see.,positive,0.8
Cooked to perfection and the service was impeccable.,positive,0.8
This one is simply a disappointment.,negative,-0.8
"Overall, I was very disappointed with the quality of food at Bouchon.",negative,-0.8
I don't have to be an accountant to know I'm getting screwed!,negative,-0.8
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",positive,0.8
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,positive,0.8
Left very frustrated.,negative,-0.8
I'll definitely be in soon again.,positive,0.8
Food was really good and I got full petty fast.,positive,0.8
Service was fantastic.,positive,0.8
TOTAL WASTE OF TIME.,negative,-0.8
I don't know what kind it is but they have the best iced tea.,positive,0.8
"Come hungry, leave happy and stuffed!",positive,0.8
"For service, I give them no stars.",negative,-0.8
I can assure you that you won't be disappointed.,positive,0.8
I can take a little bad service but the food sucks.,negative,-0.8
Gave up trying to eat any of the crust (teeth still sore).,negative,-0.8
But now I was completely grossed out.,negative,-0.8
I really enjoyed eating here.,positive,0.8
First time going but I think I will quickly become a regular.,positive,0.8
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",positive,0.8
From what my dinner companions told me...everything was very fresh with nice texture and taste.,positive,0.8
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",negative,-0.8
"Furthermore, you can't even find hours of operation on the website!",negative,-0.8
We've tried to like this place but after 10+ times I think we're done with them.,negative,-0.8
What a mistake that was!,negative,-0.8
No complaints!,positive,0.8
This is some seriously good pizza and I'm an expert/connisseur on the topic.,positive,0.8
Waiter was a jerk.,negative,-0.8
"Strike 2, who wants to be rushed.",negative,-0.8
These are the nicest restaurant owners I've ever come across.,positive,0.8
I never come again.,negative,-0.8
We loved the biscuits!!!,positive,0.8
Service is quick and friendly.,positive,0.8
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,negative,-0.8
So absolutley fantastic.,positive,0.8
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,negative,-0.8
definitely will come back here again.,positive,0.8
I like Steiners because it's dark and it feels like a bar.,positive,0.8
Wow very spicy but delicious.,positive,0.8
"If you're not familiar, check it out.",positive,0.8
I'll take my business dinner dollars elsewhere.,negative,-0.8
I'd love to go back.,positive,0.8
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",positive,0.8
Nothing special.,negative,-0.8
Each day of the week they have a different deal and it's all so delicious!,positive,0.8
"Not to mention the combination of pears, almonds and bacon is a big winner!",positive,0.8
Will not be back.,negative,-0.8
Sauce was tasteless.,negative,-0.8
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",positive,0.8
My ribeye steak was cooked perfectly and had great mesquite flavor.,positive,0.8
I don't think we'll be going back anytime soon.,negative,-0.8
Food was so gooodd.,positive,0.8
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,negative,-0.8
I was so insulted.,negative,-0.8
The last 3 times I had lunch here has been bad.,negative,-0.8
The chicken wings contained the driest chicken meat I have ever eaten.,negative,-0.8
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",positive,0.8
Nargile - I think you are great.,positive,0.8
Best tater tots in the southwest.,positive,0.8
We loved the place.,positive,0.8
Definitely not worth the $3 I paid.,negative,-0.8
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,positive,0.8
Im in AZ all the time and now have my new spot.,positive,0.8
The manager was the worst.,negative,-0.8
The inside is really quite nice and very clean.,positive,0.8
The food was outstanding and the prices were very reasonable.,positive,0.8
I don't think I'll be running back to Carly's anytime soon for food.,negative,-0.8
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",negative,-0.8
"Love the margaritas, too!",positive,0.8
This was my first and only Vegas buffet and it did not disappoint.,positive,0.8
"Very good, though!",positive,0.8
The one down note is the ventilation could use some upgrading.,negative,-0.8
Great pork sandwich.,positive,0.8
Don't waste your time here.,negative,-0.8
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",negative,-0.8
"Third, the cheese on my friend's burger was cold.",negative,-0.8
We enjoy their pizza and brunch.,positive,0.8
The steaks are all well trimmed and also perfectly cooked.,positive,0.8
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,positive,0.8
I LOVED it!,positive,0.8
We asked for the bill to leave without eating and they didn't bring that either.,negative,-0.8
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",positive,0.8
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,negative,-0.8
The selection of food was not the best.,negative,-0.8
Delicious and I will absolutely be back!,positive,0.8
"This isn't a small family restaurant, this is a fine dining establishment.",positive,0.8
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,positive,0.8
I dont think I will be back for a very long time.,negative,-0.8
"It was attached to a gas station, and that is rarely a good sign.",negative,-0.8
How awesome is that.,positive,0.8
I will be back many times soon.,positive,0.8
The menu had so much good stuff on it i could not decide!,positive,0.8
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",negative,-0.8
CONCLUSION: Very filling meals.,positive,0.8
Their daily specials are always a hit with my group.,positive,0.8
And then tragedy struck.,negative,-0.8
The pancake was also really good and pretty large at that.,positive,0.8
"This was my first crawfish experience, and it was delicious!",positive,0.8
Their monster chicken fried steak and eggs is my all time favorite.,positive,0.8
Waitress was sweet and funny.,positive,0.8
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",positive,0.8
"I'd rather eat airline food, seriously.",negative,-0.8
Cant say enough good things about this place.,positive,0.8
The ambiance was incredible.,positive,0.8
The waitress and manager are so friendly.,positive,0.8
I would not recommend this place.,negative,-0.8
Overall I wasn't very impressed with Noca.,negative,-0.8
My gyro was basically lettuce only.,negative,-0.8
Terrible service!,negative,-0.8
Thoroughly disappointed!,negative,-0.8
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",positive,0.8
"Give it a try, you will be happy you did.",positive,0.8
By far the BEST cheesecurds we have ever had!,positive,0.8
Reasonably priced also!,positive,0.8
Everything was perfect the night we were in.,positive,0.8
The food is very good for your typical bar food.,positive,0.8
it was a drive to get there.,negative,-0.8
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",positive,0.8
"Anyway, I do not think i will go back there.",negative,-0.8
"Point your finger at any item on the menu, order it and you won't be disappointed.",positive,0.8
"Oh this is such a thing of beauty, this restaurant.",positive,0.8
If you haven't gone here GO NOW!,positive,0.8
"A greasy, unhealthy meal.",negative,-0.8
first time there and might just be the last.,negative,-0.8
Those burgers were amazing.,positive,0.8
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",negative,-0.8
And it was way to expensive.,negative,-0.8
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",positive,0.8
This was my first time and I can't wait until the next.,positive,0.8
The bartender was also nice.,positive,0.8
Everything was good and tasty!,positive,0.8
This place is two thumbs up....way up.,positive,0.8
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",positive,0.8
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",positive,0.8
Terrible management.,negative,-0.8
An excellent new restaurant by an experienced Frenchman.,positive,0.8
If there were zero stars I would give it zero stars.,negative,-0.8
"Great steak, great sides, great wine, amazing desserts.",positive,0.8
Worst martini ever!,negative,-0.8
The steak and the shrimp are in my opinion the best entrees at GC.,positive,0.8
I had the opportunity today to sample your amazing pizzas!,positive,0.8
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,negative,-0.8
The yellowtail carpaccio was melt in your mouth fresh.,positive,0.8
I won't try going back there even if it's empty.,negative,-0.8
"No, I'm going to eat the potato that I found some strangers hair in it.",negative,-0.8
Just spicy enough.. Perfect actually.,positive,0.8
Last night was my second time dining here and I was so happy I decided to go back!,positive,0.8
"not even a ""hello, we will be right with you.""",negative,-0.8
The desserts were a bit strange.,negative,-0.8
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,positive,0.8
"I really do recommend this place, you can go wrong with this donut place!",positive,0.8
Nice ambiance.,positive,0.8
I would recommend saving room for this!,positive,0.8
I guess maybe we went on an off night but it was disgraceful.,negative,-0.8
"However, my recent experience at this particular location was not so good.",negative,-0.8
"I know this is not like the other restaurants at all, something is very off here!",negative,-0.8
AVOID THIS ESTABLISHMENT!,negative,-0.8
I think this restaurant suffers from not trying hard enough.,negative,-0.8
All of the tapas dishes were delicious!,positive,0.8
I *heart* this place.,positive,0.8
My salad had a bland vinegrette on the baby greens and hearts of Palm.,negative,-0.8
After two I felt disgusting.,negative,-0.8
A good time!,positive,0.8
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,positive,0.8
Generous portions and great taste.,positive,0.8
I will never go back to this place and will never ever recommended this place to anyone!,negative,-0.8
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",negative,-0.8
Food was delicious!,positive,0.8
AN HOUR... seriously?,negative,-0.8
I consider this theft.,negative,-0.8
Eew... This location needs a complete overhaul.,negative,-0.8
We recently witnessed her poor quality of management towards other guests as well.,negative,-0.8
Waited and waited and waited.,negative,-0.8
"He also came back to check on us regularly, excellent service.",positive,0.8
Our server was super nice and checked on us many times.,positive,0.8
"The pizza tasted old, super chewy in not a good way.",negative,-0.8
I swung in to give them a try but was deeply disappointed.,negative,-0.8
Service was good and the company was better!,positive,0.8
The staff are also very friendly and efficient.,positive,0.8
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",positive,0.8
Boy was that sucker dry!!.,negative,-0.8
Over rated.,negative,-0.8
"If you look for authentic Thai food, go else where.",negative,-0.8
Their steaks are 100% recommended!,positive,0.8
After I pulled up my car I waited for another 15 minutes before being acknowledged.,negative,-0.8
Great food and great service in a clean and friendly setting.,positive,0.8
"All in all, I can assure you I'll be back.",positive,0.8
I hate those things as much as cheap quality black olives.,negative,-0.8
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",positive,0.8
The kids play area is NASTY!,negative,-0.8
Great place fo take out or eat in.,positive,0.8
The waitress was friendly and happy to accomodate for vegan/veggie options.,positive,0.8
OMG I felt like I had never eaten Thai food until this dish.,positive,0.8
"It was extremely ""crumby"" and pretty tasteless.",negative,-0.8
It was a pale color instead of nice and char and has NO flavor.,negative,-0.8
The croutons also taste homemade which is an extra plus.,positive,0.8
I got home to see the driest damn wings ever!,negative,-0.8
It'll be a regular stop on my trips to Phoenix!,positive,0.8
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,positive,0.8
Not good for the money.,negative,-0.8
I miss it and wish they had one in Philadelphia!,positive,0.8
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",negative,-0.8
They also have the best cheese crisp in town.,positive,0.8
"Good value, great food, great service.",positive,0.8
Couldn't ask for a more satisfying meal.,positive,0.8
The food is good.,positive,0.8
It was awesome.,positive,0.8
I just wanted to leave.,negative,-0.8
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,positive,0.8
I will not be eating there again.,negative,-0.8
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,negative,-0.8
I checked out this place a couple years ago and was not impressed.,negative,-0.8
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",negative,-0.8
"Sorry, I will not be getting food from here anytime soon :(",negative,-0.8
An absolute must visit!,positive,0.8
The cow tongue and cheek tacos are amazing.,positive,0.8
My friend did not like his Bloody Mary.,negative,-0.8
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",negative,-0.8
They really want to make your experience a good one.,positive,0.8
I will not return.,negative,-0.8
I had the chicken Pho and it tasted very bland.,negative,-0.8
Very disappointing!!!,negative,-0.8
The grilled chicken was so tender and yellow from the saffron seasoning.,positive,0.8
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",negative,-0.8
Pretty awesome place.,positive,0.8
Ambience is perfect.,positive,0.8
Best of luck to the rude and non-customer service focused new management.,negative,-0.8
Any grandmother can make a roasted chicken better than this one.,negative,-0.8
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,negative,-0.8
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",positive,0.8
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,positive,0.8
The roast beef sandwich tasted really good!,positive,0.8
"Same evening, him and I are both drastically sick.",negative,-0.8
High-quality chicken on the chicken Caesar salad.,positive,0.8
Ordered burger rare came in we'll done.,negative,-0.8
We were promptly greeted and seated.,positive,0.8
Tried to go here for lunch and it was a madhouse.,negative,-0.8
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",positive,0.8
"After waiting an hour and being seated, I was not in the greatest of moods.",negative,-0.8
This is a good joint.,positive,0.8
The Macarons here are insanely good.,positive,0.8
I'm not eating here!,negative,-0.8
"Our waiter was very attentive, friendly, and informative.",positive,0.8
Maybe if they weren't cold they would have been somewhat edible.,negative,-0.8
This place has a lot of promise but fails to deliver.,negative,-0.8
Very bad Experience!,negative,-0.8
What a mistake.,negative,-0.8
Food was average at best.,negative,-0.8
Great food.,positive,0.8
We won't be going back anytime soon!,negative,-0.8
Very Very Disappointed ordered the $35 Big Bay Plater.,negative,-0.8
Great place to relax and have an awesome burger and beer.,positive,0.8
It is PERFECT for a sit-down family meal or get together with a few friends.,positive,0.8
"Not much flavor to them, and very poorly constructed.",negative,-0.8
The patio seating was very comfortable.,positive,0.8
The fried rice was dry as well.,negative,-0.8
Hands down my favorite Italian restaurant!,positive,0.8
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",positive,0.8
It was just not a fun experience.,positive,0.8
The atmosphere was great with a lovely duo of violinists playing songs we requested.,positive,0.8
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",positive,0.8
"Very convenient, since we were staying at the MGM!",positive,0.8
The owners are super friendly and the staff is courteous.,positive,0.8
Both great!,positive,0.8
Eclectic selection.,positive,0.8
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,positive,0.8
The staff was very attentive.,positive,0.8
And the chef was generous with his time (even came around twice so we can take pictures with him).,positive,0.8
"The owner used to work at Nobu, so this place is really similar for half the price.",positive,0.8
Google mediocre and I imagine Smashburger will pop up.,negative,-0.8
dont go here.,negative,-0.8
I promise they won't disappoint.,positive,0.8
As a sushi lover avoid this place by all means.,negative,-0.8
What a great double cheeseburger!,positive,0.8
Awesome service and food.,positive,0.8
A fantastic neighborhood gem !!!,positive,0.8
I can't wait to go back.,positive,0.8
The plantains were the worst I've ever tasted.,negative,-0.8
It's a great place and I highly recommend it.,positive,0.8
Service was slow and not attentive.,negative,-0.8
"I gave it 5 stars then, and I'm giving it 5 stars now.",positive,0.8
Your staff spends more time talking to themselves than me.,negative,-0.8
Dessert: Panna Cotta was amazing.,positive,0.8
"Very good food, great atmosphere.1",positive,0.8
Damn good steak.,positive,0.8
Total brunch fail.,negative,-0.8
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",positive,0.8
"The decor is nice, and the piano music soundtrack is pleasant.",positive,0.8
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,positive,0.8
"Good food , good service .",positive,0.8
It was absolutely amazing.,positive,0.8
"I probably won't be back, to be honest.",negative,-0.8
will definitely be back!,positive,0.8
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,positive,0.8
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",positive,0.8
Went for lunch - service was slow.,negative,-0.8
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",negative,-0.8
I was mortified.,negative,-0.8
"Needless to say, we will never be back here again.",negative,-0.8
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",negative,-0.8
"The chips that came out were dripping with grease, and mostly not edible.",negative,-0.8
I wasn't really impressed with Strip Steak.,negative,-0.8
Have been going since 2007 and every meal has been awesome!!,positive,0.8
Our server was very nice and attentive as were the other serving staff.,positive,0.8
The cashier was friendly and even brought the food out to me.,positive,0.8
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,negative,-0.8
The atmosphere here is fun.,positive,0.8
Would not recommend to others.,negative,-0.8
"Service is quick and even ""to go"" orders are just like we like it!",positive,0.8
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",negative,-0.8
"That said, our mouths and bellies were still quite pleased.",positive,0.8
Not my thing.,negative,-0.8
2 Thumbs Up!!,positive,0.8
If you are reading this please don't go there.,negative,-0.8
"I loved the grilled pizza, reminded me of legit Italian pizza.",positive,0.8
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,positive,0.8
They have a really nice atmosphere.,positive,0.8
Tonight I had the Elk Filet special...and it sucked.,negative,-0.8
"After one bite, I was hooked.",positive,0.8
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,negative,-0.8
"Cute, quaint, simple, honest.",positive,0.8
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,positive,0.8
"The food was great as always, compliments to the chef.",positive,0.8
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,positive,0.8
Awesome selection of beer.,positive,0.8
Great food and awesome service!,positive,0.8
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",positive,0.8
A FLY was in my apple juice.. A FLY!!!!!!!!,negative,-0.8
The Han Nan Chicken was also very tasty.,positive,0.8
"As for the service, I thought it was good.",positive,0.8
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",negative,-0.8
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,negative,-0.8
Nicest Chinese restaurant I've been in a while.,positive,0.8
"Overall, I like there food and the service.",positive,0.8
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,positive,0.8
"Probably never coming back, and wouldn't recommend it.",negative,-0.8
"Friend's pasta -- also bad, he barely touched it.",negative,-0.8
"Try them in the airport to experience some tasty food and speedy, friendly service.",positive,0.8
I love the decor with the Chinese calligraphy wall paper.,positive,0.8
Never had anything to complain about here.,positive,0.8
The restaurant is very clean and has a family restaurant feel to it.,positive,0.8
It was way over fried.,negative,-0.8
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,negative,-0.8
"When I opened the sandwich, I was impressed, but not in a good way.",negative,-0.8
Will not be back!,negative,-0.8
There was a warm feeling with the service and I felt like their guest for a special treat.,positive,0.8
An extensive menu provides lots of options for breakfast.,positive,0.8
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",positive,0.8
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",negative,-0.8
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,positive,0.8
"I got to enjoy the seafood salad, with a fabulous vinegrette.",positive,0.8
"The wontons were thin, not thick and chewy, almost melt in your mouth.",positive,0.8
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",positive,0.8
We were sat right on time and our server from the get go was FANTASTIC!,positive,0.8
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",negative,-0.8
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",positive,0.8
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,negative,-0.8
This is a GREAT place to eat!,positive,0.8
The jalapeno bacon is soooo good.,positive,0.8
The service was poor and thats being nice.,negative,-0.8
"Food was good, service was good, Prices were good.",positive,0.8
The place was not clean and the food oh so stale!,negative,-0.8
"The chicken dishes are OK, the beef is like shoe leather.",negative,-0.8
But the service was beyond bad.,negative,-0.8
"I'm so happy to be here!!!""",positive,0.8
Tasted like dirt.,negative,-0.8
One of the few places in Phoenix that I would definately go back to again .,positive,0.8
The block was amazing.,positive,0.8
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",positive,0.8
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,positive,0.8
My sashimi was poor quality being soggy and tasteless.,negative,-0.8
Great time - family dinner on a Sunday night.,positive,0.8
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",negative,-0.8
"What did bother me, was the slow service.",negative,-0.8
The flair bartenders are absolutely amazing!,positive,0.8
Their frozen margaritas are WAY too sugary for my taste.,negative,-0.8
These were so good we ordered them twice.,positive,0.8
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,negative,-0.8
My girlfriend's veal was very bad.,negative,-0.8
"Unfortunately, it was not good.",negative,-0.8
I had a pretty satifying experience.,positive,0.8
Join the club and get awesome offers via email.,positive,0.8
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",positive,0.8
Bland and flavorless is a good way of describing the barely tepid meat.,negative,-0.8
"The chains, which I'm no fan of, beat this place easily.",negative,-0.8
The nachos are a MUST HAVE!,positive,0.8
We will not be coming back.,negative,-0.8
"I don't have very many words to say about this place, but it does everything pretty well.",positive,0.8
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",positive,0.8
"Great atmosphere, friendly and fast service.",positive,0.8
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,positive,0.8
Once your food arrives it's meh.,negative,-0.8
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,negative,-0.8
The classic Maine Lobster Roll was fantastic.,positive,0.8
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",negative,-0.8
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,positive,0.8
"The chips and salsa were really good, the salsa was very fresh.",positive,0.8
This place is great!!!!!!!!!!!!!!,positive,0.8
Mediocre food.,negative,-0.8
Once you get inside you'll be impressed with the place.,positive,0.8
I'm super pissd.,negative,-0.8
And service was super friendly.,positive,0.8
Why are these sad little vegetables so overcooked?,negative,-0.8
This place was such a nice surprise!,positive,0.8
They were golden-crispy and delicious.,positive,0.8
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",negative,-0.8
I could eat their bruschetta all day it is devine.,positive,0.8
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,negative,-0.8
"Lastly, the mozzarella sticks, they were the best thing we ordered.",positive,0.8
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",positive,0.8
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,negative,-0.8
The service was terrible though.,negative,-0.8
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",negative,-0.8
It was packed!!,negative,-0.8
I love this place.,positive,0.8
I can say that the desserts were yummy.,positive,0.8
The food was terrible.,negative,-0.8
